Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Wall_Loss\SMPS_20230126_Wall_Loss_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
Mean (nm),79.641,87.981,95.392,95.091,69.073,86.361,26.196,27.985,28.185,27.705,28.286,28.393,27.872,42.414,170.316,137.664,147.384,152.418,159.146,162.399,166.094,170.385,171.661,177.910,181.076,181.619,185.798,188.011,190.875,195.039,196.148,196.443,199.409,201.323,201.907,204.279,204.537,206.243,207.619,208.426,209.997,211.509,212.724,213.665,214.541,214.630,215.490,217.260,218.014,218.790,218.758,219.616,220.513,221.163,222.187,222.761,222.699,223.017,223.564,224.297,223.960,224.530,224.816,225.635,226.347,225.825,226.744,227.213,227.667,228.607,228.456,228.811,229.356,229.225,230.222,230.079,230.453,230.558,230.386,231.377,231.407,231.574,231.896,232.878,233.113,233.452,233.988
Geo. Mean (nm),52.490,59.761,66.671,64.741,47.959,52.547,23.670,25.054,25.004,24.773,24.759,25.064,24.608,33.282,166.654,120.127,132.272,138.352,145.405,149.130,153.082,157.316,158.828,165.038,168.199,168.717,173.018,175.143,178.000,182.098,183.094,183.418,186.283,188.259,188.698,191.065,191.383,192.985,194.309,195.141,196.746,198.079,199.286,200.170,201.062,201.131,202.050,203.653,204.361,205.034,205.247,205.892,206.657,207.360,208.282,208.883,208.878,209.011,209.632,210.423,210.063,210.794,210.905,211.725,212.404,211.938,212.844,213.293,213.621,214.534,214.260,214.667,215.279,215.019,216.149,215.990,216.296,216.372,216.070,217.185,217.208,217.436,217.637,218.645,219.094,219.097,219.401
Mode (nm),34.599,28.903,145.902,21.674,16.849,15.679,15.679,18.106,18.106,16.253,16.253,17.466,15.679,15.679,168.485,151.247,162.531,162.531,168.485,174.658,168.485,181.056,174.658,187.688,187.688,194.564,187.688,187.688,194.564,201.691,201.691,201.691,209.080,194.564,201.691,201.691,209.080,209.080,201.691,209.080,216.739,209.080,216.739,224.679,216.739,216.739,209.080,216.739,224.679,216.739,216.739,216.739,216.739,216.739,224.679,216.739,216.739,224.679,216.739,216.739,216.739,224.679,216.739,224.679,224.679,224.679,224.679,224.679,224.679,216.739,216.739,224.679,224.679,224.679,224.679,232.910,224.679,224.679,224.679,232.910,209.080,224.679,241.442,224.679,232.910,224.679,241.442
Geo. Std. Dev.,2.348,2.256,2.323,2.453,2.233,2.571,1.470,1.491,1.505,1.503,1.522,1.521,1.526,1.929,1.254,1.758,1.640,1.591,1.561,1.539,1.524,1.516,1.506,1.496,1.490,1.488,1.479,1.477,1.473,1.468,1.469,1.468,1.466,1.462,1.464,1.461,1.459,1.459,1.458,1.456,1.454,1.456,1.454,1.454,1.453,1.453,1.451,1.452,1.452,1.453,1.449,1.452,1.454,1.451,1.453,1.452,1.451,1.455,1.452,1.450,1.450,1.447,1.450,1.449,1.450,1.449,1.447,1.448,1.449,1.450,1.452,1.451,1.448,1.451,1.446,1.448,1.449,1.449,1.453,1.448,1.449,1.447,1.449,1.447,1.442,1.450,1.456
Total Conc. (#/cm³),3.245908e+000,1.809413e+000,2.222508e+000,1.767214e+000,2.083225e+000,2.342990e+000,1.562347e+002,8.053848e+001,7.303964e+001,6.910227e+001,6.791662e+001,5.667249e+001,5.947284e+001,1.531435e+004,7.101677e+005,4.489823e+005,3.152929e+005,2.459880e+005,2.090347e+005,1.823657e+005,1.588078e+005,1.407662e+005,1.291464e+005,1.187746e+005,1.153839e+005,1.043923e+005,9.708997e+004,9.142305e+004,8.666600e+004,8.322099e+004,8.064171e+004,7.340568e+004,7.253453e+004,6.718870e+004,6.245185e+004,5.739676e+004,5.408741e+004,5.042960e+004,4.798573e+004,4.503728e+004,4.308672e+004,4.160469e+004,3.981406e+004,3.802976e+004,3.565620e+004,3.364578e+004,3.192134e+004,3.069489e+004,2.975747e+004,2.812970e+004,2.663384e+004,2.495519e+004,2.378419e+004,2.259703e+004,2.165070e+004,2.075401e+004,1.964703e+004,1.872740e+004,1.775296e+004,1.689430e+004,1.618417e+004,1.546736e+004,1.467953e+004,1.421428e+004,1.351580e+004,1.288542e+004,1.224220e+004,1.182798e+004,1.151472e+004,1.106644e+004,1.069693e+004,1.029553e+004,9.856651e+003,9.464708e+003,9.125339e+003,8.776053e+003,8.455362e+003,8.145773e+003,7.864274e+003,7.572241e+003,7.283013e+003,7.048735e+003,6.838250e+003,6.619662e+003,6.388138e+003,6.328442e+003,6.110760e+003
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Detector concentration error,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
